"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"1460","161645","A",5,3,5,4,2,3,5,5,1,1,2,1,7,5,1,6,1,1,5,5,1,1,2,1,1,1,4,2,6,5,6,5,3,5,5,4,5,5,6,7,1,6,3,3,5,4,7,7,5,2,4,4,3,2,3,4,6,3,5,3,5,3,4,3,5,2,5,3,3,4,3,1,5,3,1,6,4,1,5,5,4,4,1,2,1,1,5,5,4,2
"1461","161646","A",5,1,5,1,5,1,1,1,1,1,1,1,5,5,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,7,5,7,5,7,7,7,7,7,7,1,4,5,7,5,7,7,7,2,7,7,1,7,1,1,7,7,1,1,5,1,5,4,5,4,4,4,4,4,4,1,5,5,4,5,4,4,4,5,4,5,1,2,1,1,4,4,1,1
"1463","161649","A",5,1,4,4,6,1,5,1,1,1,7,1,3,6,1,6,1,1,2,6,2,1,1,4,1,3,2,4,4,2,3,5,4,4,6,7,4,6,7,7,4,7,2,4,6,4,5,7,6,2,7,5,7,4,7,4,6,4,4,5,2,3,4,5,5,1,5,3,2,3,3,1,4,5,2,5,3,2,2,3,2,5,1,4,1,2,3,4,4,2
"1464","161650","A",5,1,6,1,7,3,5,3,1,1,5,1,5,2,4,7,2,2,4,7,1,2,3,3,3,1,4,4,5,5,2,6,4,7,4,7,4,5,6,7,3,7,2,3,4,4,5,5,5,1,7,3,7,3,4,6,2,2,7,4,4,1,4,1,6,2,6,4,3,3,5,1,4,4,1,7,4,2,5,4,4,4,1,4,1,1,4,4,4,1
"1466","161652","A",5,2,5,3,5,3,4,3,2,2,3,2,4,6,2,6,1,1,3,6,1,2,3,2,2,4,3,3,3,4,2,4,2,3,3,3,2,5,4,3,1,3,2,2,2,2,3,4,4,1,4,3,2,2,3,2,3,2,3,2,3,2,3,3,5,1,4,4,3,3,4,1,3,4,2,5,3,3,5,2,4,4,1,3,1,2,3,4,2,1
"1467","161653","A",5,5,6,5,7,1,5,3,2,5,2,1,5,5,3,7,2,1,2,5,1,1,2,2,1,2,5,1,1,5,2,5,2,6,1,7,5,5,6,5,6,7,2,3,4,1,5,7,6,1,6,7,6,7,7,5,2,7,7,5,3,4,1,5,7,2,5,5,3,4,3,1,6,4,2,7,4,3,3,1,3,4,1,5,1,1,5,5,1,1
"1469","161657","A",5,1,6,1,4,1,5,2,6,6,2,2,7,2,5,6,3,3,2,6,6,4,5,5,5,7,5,5,5,6,4,6,3,6,5,5,2,6,6,6,2,7,2,5,2,4,2,4,7,1,6,5,5,3,2,2,6,3,6,2,3,1,4,1,5,1,6,4,2,2,3,1,5,2,5,6,3,2,5,4,2,3,1,3,2,4,4,3,3,1
"1472","161660","A",4,4,4,7,1,1,6,1,1,1,1,1,4,4,4,4,1,1,5,7,5,1,1,1,4,2,1,1,7,4,3,3,3,2,2,7,3,7,4,4,1,6,3,1,4,1,7,7,7,1,4,5,4,2,4,5,4,2,1,4,3,1,3,4,3,2,4,4,4,4,5,2,2,3,4,6,1,1,4,1,4,1,2,1,4,1,6,1,5,1
"1473","161661","A",5,1,7,1,5,1,4,4,5,1,4,1,2,6,6,7,5,4,3,7,5,1,6,1,1,1,1,1,7,7,5,4,4,3,6,7,6,6,4,4,6,7,3,3,4,4,3,6,7,2,5,6,5,7,7,7,7,5,7,4,3,2,2,3,5,1,5,4,5,3,7,1,3,4,1,7,5,4,4,4,4,1,1,1,1,1,2,1,1,1
"1480","161668","A",7,1,7,1,6,1,5,1,2,1,2,5,5,6,1,6,1,2,3,7,2,1,5,1,3,1,7,1,2,2,2,6,2,6,2,7,3,6,4,5,1,3,1,1,5,1,5,3,5,1,2,7,2,6,2,6,2,6,5,2,2,1,1,1,5,1,5,1,2,4,4,1,4,6,1,6,5,3,4,2,2,1,1,1,1,1,4,1,4,1
"1481","161670","A",4,3,4,3,5,2,5,4,5,2,2,2,3,5,4,6,2,2,4,5,2,3,2,3,2,5,2,3,4,5,4,3,3,3,4,4,2,4,4,3,3,6,3,3,4,4,4,5,4,2,3,4,6,4,5,4,3,3,6,5,4,4,4,4,5,5,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3
"1483","161672","A",7,2,7,7,7,1,6,2,1,1,1,1,5,7,2,5,1,1,5,7,1,5,1,6,3,1,1,6,1,3,1,4,1,2,3,7,2,7,7,7,3,7,2,1,3,2,5,6,5,1,6,3,6,2,5,5,6,2,6,6,7,4,7,7,6,5,6,4,4,4,5,5,7,7,4,7,6,6,6,7,4,7,1,7,2,2,7,7,3,2
"1484","161673","A",5,1,3,1,5,1,5,2,1,1,1,1,1,5,2,5,1,1,3,5,1,1,1,1,2,1,1,1,1,2,2,5,2,5,2,6,3,3,6,6,2,7,2,2,3,2,6,6,5,2,6,5,7,5,5,6,2,5,7,5,4,1,4,1,4,5,4,3,2,2,7,1,1,4,2,5,4,2,2,4,2,1,1,1,4,1,6,1,1,1
"1488","161677","A",3,1,6,1,7,1,4,2,1,5,1,1,6,6,3,6,1,1,6,7,5,6,1,3,3,7,1,1,4,1,3,7,4,6,4,7,3,6,6,6,2,7,3,3,3,4,6,6,5,1,6,4,6,6,4,5,5,5,5,6,4,1,5,2,5,1,6,5,4,4,4,1,4,4,1,7,2,1,6,5,5,5,1,3,2,1,4,3,1,2
"1491","161683","A",7,1,7,1,7,1,2,3,5,5,1,2,7,7,6,7,1,4,3,7,5,1,2,1,3,6,1,1,6,7,2,7,2,7,2,6,4,5,6,6,2,7,3,2,5,1,5,5,4,1,6,7,7,7,6,4,3,7,6,5,5,1,5,1,5,3,4,4,4,4,6,1,6,5,2,7,4,4,4,5,4,1,1,1,2,1,6,1,3,1
"1492","161684","A",7,1,7,1,7,3,1,1,1,1,5,1,7,7,2,7,2,1,1,7,1,1,1,1,3,4,3,1,7,5,4,7,3,7,5,5,2,6,7,7,6,7,3,2,6,6,7,7,7,1,7,7,7,5,7,4,5,4,7,2,5,1,5,1,5,2,4,3,1,1,6,1,7,5,1,7,5,1,3,4,1,1,1,1,1,3,7,1,7,4
"1495","161687","A",3,4,4,4,5,2,4,5,5,3,2,3,5,4,3,5,3,3,4,3,4,5,4,5,5,5,3,6,3,4,3,5,3,5,3,5,3,4,5,5,5,4,4,2,4,2,4,4,3,3,4,4,4,4,3,3,4,4,5,3,2,3,2,5,3,3,3,4,4,4,4,2,4,3,3,2,3,3,5,3,4,5,3,4,2,4,2,5,3,3
"1497","161695","A",5,1,5,1,4,1,3,2,3,3,2,1,3,7,4,6,1,2,2,7,3,2,1,5,2,3,3,5,1,5,4,4,4,4,4,4,4,5,2,3,2,6,3,3,3,2,6,4,5,1,3,4,5,3,4,4,5,3,5,3,4,4,4,4,4,2,4,3,3,3,5,1,4,4,1,7,5,3,3,4,3,4,1,4,2,2,4,4,2,3
"1498","161696","A",6,1,6,1,6,1,6,5,1,1,1,2,5,7,3,7,1,4,5,6,2,1,6,1,1,3,2,3,7,4,3,5,3,5,4,5,2,3,4,5,3,5,4,4,3,3,4,3,4,2,5,5,2,5,5,3,4,5,4,2,4,2,3,2,5,1,5,4,5,4,4,2,4,5,1,6,5,3,6,2,5,2,2,2,1,2,4,4,3,1
"1499","161697","A",6,1,6,1,7,1,7,6,1,1,2,2,1,7,1,7,2,2,6,7,1,7,3,2,1,1,3,3,2,1,3,5,2,6,2,6,2,3,6,7,1,2,1,1,2,2,5,4,3,1,6,2,2,3,6,2,2,3,4,4,3,3,2,2,6,1,5,6,4,7,5,3,4,5,1,6,4,4,7,1,4,5,2,2,1,1,4,4,3,1
"1500","161698","A",3,4,5,4,6,1,3,2,3,1,3,1,6,5,3,6,2,2,2,6,7,1,1,1,1,5,1,1,5,4,3,6,3,5,1,6,2,3,4,5,2,7,2,3,3,4,4,5,3,4,2,4,7,3,7,3,7,3,3,5,5,3,4,4,5,1,5,3,5,6,6,1,5,4,1,4,4,4,4,3,6,4,1,5,1,5,5,5,6,4
"1501","161699","A",5,1,2,3,6,1,5,3,1,5,3,1,7,3,3,7,1,1,4,7,5,1,5,2,6,2,3,2,5,6,3,7,5,7,6,5,7,7,5,5,2,7,4,4,3,6,3,6,7,1,5,7,6,5,5,2,6,7,6,5,5,1,2,3,6,1,7,6,5,5,5,1,7,6,1,7,3,1,7,4,5,1,1,4,1,1,7,4,2,3
"1503","161701","A",6,1,6,1,6,1,6,4,1,1,1,1,1,2,2,6,1,1,2,6,1,1,1,1,1,1,1,1,1,3,3,7,3,6,3,7,3,5,7,7,7,7,4,5,6,1,7,7,5,1,7,4,7,6,7,7,5,6,7,5,4,1,3,1,4,2,5,4,2,2,3,1,3,1,2,7,4,1,4,2,2,4,1,1,1,1,4,2,1,1
"1505","161703","A",6,2,6,2,6,5,2,2,2,2,3,2,3,6,2,6,3,1,2,6,2,3,2,4,3,2,2,3,4,5,3,4,1,5,1,5,5,4,3,3,3,4,2,2,2,2,4,5,4,2,6,2,5,2,4,4,4,1,5,3,6,1,5,2,6,1,6,3,4,4,5,1,4,5,1,6,2,1,3,5,4,5,1,4,1,1,3,4,1,1
"1506","161706","A",7,1,7,1,7,1,7,7,1,1,7,1,1,3,1,7,1,1,3,7,1,1,1,1,1,1,1,1,1,1,5,6,4,7,3,7,3,4,6,7,4,7,3,4,7,3,7,7,6,3,5,7,5,7,5,7,7,7,7,7,4,1,3,1,6,2,6,3,4,3,5,1,1,3,1,5,3,1,3,5,3,5,1,1,1,1,5,1,1,1
"1510","161710","A",4,6,5,7,6,5,5,2,4,4,6,6,7,7,4,4,6,2,2,6,2,6,5,6,6,7,6,5,5,7,4,4,3,2,4,5,3,5,4,4,1,6,2,2,3,4,2,4,6,1,4,3,5,2,4,5,4,3,5,4,3,5,3,6,4,4,6,4,3,3,6,3,7,4,1,5,6,2,4,4,3,6,1,5,2,4,5,5,2,4
"1511","161711","A",7,1,7,5,7,1,2,2,2,2,1,1,3,6,6,6,1,2,2,7,2,1,1,1,1,4,1,1,1,1,2,7,2,4,4,7,4,4,2,2,1,7,3,4,5,4,6,7,4,2,4,7,7,7,7,3,4,7,7,7,2,2,2,4,4,4,4,4,4,4,7,1,4,2,3,6,4,4,4,2,4,2,1,2,1,5,7,2,1,1
"1518","161718","A",5,3,3,3,6,2,5,4,2,2,2,2,5,6,2,6,2,2,3,6,2,2,2,3,2,2,3,4,4,4,5,4,4,4,5,6,2,5,6,5,5,5,2,5,6,4,6,6,5,3,5,4,3,4,5,4,5,3,4,4,5,3,3,3,5,2,6,3,3,3,2,2,5,3,1,6,3,2,4,4,3,5,3,3,2,3,4,4,4,3
"1519","161719","A",4,1,5,1,5,1,2,2,3,3,2,6,1,2,2,6,2,1,1,6,2,2,3,1,1,5,2,1,1,1,5,3,3,3,5,7,5,6,3,3,2,4,3,6,4,4,4,7,5,1,6,7,5,7,6,3,6,6,7,6,3,1,3,2,6,2,4,4,3,5,7,1,3,2,2,7,5,2,4,6,5,3,1,1,1,6,6,1,1,1
"1520","161720","A",6,1,6,1,6,1,2,1,5,2,3,1,5,6,2,6,1,4,1,5,5,1,1,1,3,6,1,1,6,2,4,7,3,6,4,7,7,5,3,3,1,7,2,3,6,4,5,3,7,1,3,3,7,3,6,4,5,3,4,5,4,1,4,3,4,2,7,6,5,5,5,1,7,4,4,4,5,7,7,4,5,4,1,4,4,4,6,4,5,2
"1522","161722","A",7,1,5,1,7,1,1,1,1,1,5,1,3,2,6,7,1,1,1,7,1,1,2,1,3,7,1,1,7,7,3,3,3,3,4,4,5,5,2,2,2,6,2,4,3,4,3,6,6,2,2,3,4,3,3,2,5,3,2,2,5,2,4,4,4,4,6,5,2,2,5,2,7,4,2,7,4,4,4,4,2,6,1,6,3,4,4,6,4,1
"1523","161723","A",5,1,6,1,6,2,5,1,1,1,5,1,3,6,3,6,2,2,5,7,1,2,1,1,2,2,2,1,2,3,7,6,4,6,5,7,4,6,7,7,1,7,3,3,5,5,7,7,4,1,7,4,7,7,5,5,6,6,6,4,4,3,3,2,7,4,5,3,2,3,5,1,5,5,1,7,3,5,7,4,2,4,1,2,2,1,4,4,4,2
"1524","161724","A",5,1,2,2,3,1,2,1,1,1,1,1,5,1,2,6,1,1,1,7,1,1,1,1,1,1,1,1,1,2,2,4,3,6,3,7,5,7,5,6,4,7,2,2,2,3,4,5,5,1,6,5,5,6,7,5,6,5,7,5,2,1,1,1,4,2,6,5,5,5,5,1,2,1,1,5,3,2,4,2,6,3,1,1,1,1,4,2,1,1
"1525","161727","A",6,1,7,1,7,1,6,1,1,1,1,1,1,7,2,7,1,1,6,7,1,5,1,1,1,1,1,1,1,7,5,5,3,5,5,7,2,6,6,7,1,7,2,1,2,2,4,5,5,1,7,2,6,3,7,2,2,5,7,2,4,2,4,2,7,2,4,7,6,6,3,1,5,7,2,7,3,3,7,4,6,6,1,4,1,2,3,4,6,2
"1528","161734","A",3,2,2,3,5,6,3,3,2,5,2,2,6,6,5,4,6,3,5,6,6,2,5,5,7,2,5,6,6,3,4,4,3,7,5,3,2,3,6,6,2,5,5,6,2,4,4,3,5,6,4,3,3,5,2,5,5,2,2,7,5,2,2,5,6,6,6,2,3,3,7,3,6,4,4,3,4,2,2,6,5,6,5,7,7,6,5,3,2,5
"1530","161736","A",4,4,4,4,6,1,1,1,1,1,4,2,4,4,4,5,2,1,1,5,1,4,2,5,1,2,2,5,1,4,1,4,3,4,1,7,7,7,7,7,4,4,4,1,6,1,6,7,7,1,7,4,4,4,7,4,7,4,7,4,1,4,1,4,4,1,1,1,1,1,4,1,4,1,1,4,4,1,1,1,1,4,1,4,1,1,4,4,1,1
"1531","161737","A",5,1,4,1,5,1,4,3,3,3,1,1,2,7,1,5,1,2,2,5,3,1,1,1,2,3,2,2,3,2,4,6,4,6,4,7,2,7,5,5,5,7,2,5,6,4,7,6,5,2,5,7,7,6,7,4,5,6,7,6,3,2,3,2,6,7,6,6,5,5,6,1,1,1,1,4,7,1,5,2,5,2,1,2,2,1,6,2,2,1
"1535","161742","A",4,5,4,6,4,1,1,1,1,1,1,1,6,4,1,4,1,1,1,4,1,6,1,6,1,1,1,6,1,1,6,4,6,4,6,7,5,5,5,5,7,6,4,6,7,6,7,7,5,6,5,4,6,4,6,6,7,4,7,6,4,4,4,4,4,1,1,1,1,1,1,1,4,4,1,4,1,1,1,4,1,4,1,4,1,1,1,4,1,1
"1538","161747","A",5,1,5,5,4,1,5,2,1,1,2,1,1,6,2,6,2,1,2,5,1,1,1,1,2,1,3,1,2,1,5,5,4,3,5,2,1,6,7,7,1,7,4,2,3,3,5,6,6,4,7,5,7,4,6,5,7,4,6,5,3,1,4,5,7,3,7,3,2,1,5,1,4,7,1,7,5,2,4,5,1,5,1,1,2,1,4,2,2,2
"1541","161751","A",5,1,5,6,1,2,7,6,1,1,2,1,7,5,3,6,2,2,5,6,1,6,1,6,2,5,5,6,2,3,4,5,4,4,6,5,2,6,6,5,3,7,3,2,5,1,5,3,6,2,7,4,5,4,5,4,3,4,5,5,2,1,3,4,2,2,5,6,5,4,5,1,4,2,2,7,7,2,6,2,3,4,1,4,1,2,4,4,2,1
"1543","161755","A",5,4,4,3,3,5,6,4,4,5,6,2,5,4,3,4,4,5,4,5,6,4,3,4,4,3,4,4,3,4,4,3,5,4,3,3,4,4,4,4,4,3,3,3,3,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,5,3,4,4,4,5,5,3,4,3,4,4,5,5,4,3,4,3,5,5,4,4,4,4,5,4,5,3
"1545","161758","A",5,1,6,1,6,1,3,4,1,1,1,1,6,7,2,6,1,1,2,7,1,1,1,1,1,1,1,1,7,3,2,4,1,3,1,7,3,4,5,5,3,7,2,1,4,2,6,6,5,1,5,4,5,7,5,5,3,3,2,3,5,4,3,4,7,2,3,4,3,2,4,1,7,7,1,6,3,3,4,4,3,5,1,2,1,2,4,4,7,3
"1548","161762","A",5,1,5,1,5,1,1,1,1,2,3,1,6,5,3,6,1,1,1,7,1,1,7,1,1,5,2,1,1,1,4,5,4,7,3,7,2,4,7,7,3,7,3,4,6,5,5,6,5,2,7,3,4,5,6,3,5,5,7,3,2,2,1,2,5,2,3,4,4,5,4,1,4,4,3,5,3,2,5,2,5,2,1,1,1,1,3,1,1,1
"1549","161763","A",6,1,6,1,6,1,5,6,1,1,6,1,3,2,2,7,1,2,5,6,1,1,1,1,2,1,5,1,1,2,3,6,4,6,5,6,2,3,7,7,1,7,3,7,3,4,7,7,3,2,7,7,7,7,6,7,5,7,7,6,6,1,5,1,6,1,6,5,2,2,7,1,5,2,3,7,6,2,5,5,2,1,1,1,1,1,7,1,1,2
"1552","161767","A",5,1,5,3,6,1,6,5,3,3,2,1,2,5,3,6,3,1,4,6,3,5,1,4,4,1,5,5,1,5,3,3,2,3,3,6,1,5,4,4,3,2,2,2,5,3,5,6,5,2,4,2,3,2,2,3,2,2,3,2,3,3,3,3,6,2,5,5,5,4,5,1,4,4,1,6,3,3,6,4,4,5,1,2,1,2,4,5,2,1
"1554","161770","A",6,1,7,2,1,1,5,5,5,4,2,6,6,7,2,4,1,1,5,7,4,3,1,1,5,3,1,3,2,7,4,6,3,5,1,7,2,4,7,7,2,5,2,3,4,1,7,7,5,2,7,5,7,7,3,7,6,5,7,2,4,1,3,1,5,1,5,5,3,3,4,5,6,3,1,6,4,3,5,3,3,7,1,1,1,1,2,5,4,3
"1555","161771","A",4,1,5,5,6,1,5,1,1,1,1,1,4,4,3,3,1,1,4,6,1,1,1,1,1,1,1,1,1,3,5,7,3,4,4,7,5,7,7,7,2,7,4,6,7,6,3,7,6,1,7,7,6,7,7,7,6,7,7,5,4,1,4,5,7,1,5,5,1,1,4,1,7,1,3,7,1,1,4,4,4,4,1,4,1,1,6,4,2,1
"1558","161775","A",3,6,6,6,3,1,6,3,4,2,3,2,6,3,3,3,3,1,5,6,2,5,5,5,7,6,2,6,7,7,3,4,3,3,4,7,2,4,5,3,4,7,5,3,5,4,5,7,6,3,4,4,5,5,3,4,4,4,4,3,3,5,3,5,4,2,4,4,4,4,3,2,5,4,2,3,3,1,4,2,4,4,5,4,2,3,4,4,6,2
"1559","161776","A",6,1,7,1,2,1,5,5,1,1,6,2,6,7,1,7,3,1,5,7,1,4,5,1,6,5,5,4,6,6,5,4,5,3,4,7,1,4,7,7,2,7,1,2,6,4,3,5,3,1,7,3,5,3,3,3,5,2,5,3,4,2,5,4,4,1,3,4,6,6,6,2,6,7,1,7,5,3,5,4,6,7,2,2,2,4,6,2,4,4
"1561","161778","A",6,1,7,6,6,1,6,6,1,1,2,1,5,6,5,7,1,4,5,7,1,4,5,2,5,6,6,4,6,7,4,5,4,4,3,7,2,5,7,7,1,7,3,3,4,4,6,5,4,1,7,2,3,3,4,5,3,2,6,3,4,4,4,5,5,1,4,5,7,7,6,1,5,4,2,7,5,4,4,4,7,5,1,4,2,3,4,4,6,1
"1563","161780","A",3,1,7,2,7,1,7,7,5,5,2,1,6,2,3,7,1,1,6,7,5,2,2,1,6,5,2,1,6,2,4,7,4,5,1,7,2,5,6,5,3,7,3,6,4,2,5,6,4,2,6,5,5,7,2,6,7,7,4,3,3,1,6,3,7,1,7,6,6,6,6,1,6,1,2,7,4,3,6,6,6,5,1,1,4,2,4,1,6,2
"1564","161781","A",7,2,7,1,7,1,2,1,1,1,1,1,3,1,1,7,1,1,2,7,1,3,2,1,2,1,1,1,1,3,6,5,6,6,6,7,6,6,7,7,5,7,4,7,7,5,6,7,5,5,7,5,4,6,6,4,6,6,7,4,7,5,7,4,7,1,5,5,5,5,4,1,6,1,2,7,3,1,5,7,5,7,1,2,1,1,4,5,1,1
"1567","161786","A",5,1,6,1,6,2,2,2,1,1,1,5,1,6,3,6,3,2,2,6,1,1,1,1,1,1,3,1,1,1,3,2,3,2,3,6,4,4,7,7,4,3,2,3,2,2,2,2,4,1,7,3,4,3,7,6,3,2,5,4,4,3,3,3,6,2,2,2,2,2,6,2,3,5,2,6,4,1,2,1,2,3,1,2,1,1,4,3,1,1
"1568","161787","A",6,1,5,4,5,1,3,2,5,1,3,1,5,5,5,4,3,1,4,5,4,1,1,1,2,1,6,1,7,1,2,7,2,5,2,6,2,6,2,2,2,7,2,3,2,2,2,7,5,2,2,7,3,6,5,6,4,6,1,7,3,1,2,3,4,4,6,4,3,3,5,2,3,4,1,6,4,2,6,2,3,1,1,1,1,2,6,1,7,1
"1569","161788","A",5,5,3,3,7,5,5,1,1,1,1,1,5,7,1,7,1,1,3,7,1,3,7,7,5,1,1,7,1,3,3,5,5,6,6,3,3,7,7,6,2,6,3,3,7,2,6,7,4,1,7,7,5,3,3,7,7,5,7,3,4,4,4,5,5,7,6,5,3,4,6,1,5,7,1,7,6,2,5,6,3,3,1,7,3,1,6,7,1,3
"1570","161789","A",5,3,4,3,5,3,3,3,4,3,5,2,5,3,5,6,5,3,3,5,3,2,2,2,2,3,3,2,6,5,4,5,4,4,5,5,4,3,5,5,3,5,4,5,2,3,3,5,3,2,5,4,6,5,4,4,4,4,6,2,3,4,3,4,5,2,4,3,2,3,5,2,5,3,2,4,2,2,3,2,3,4,2,3,2,2,2,3,4,3
"1571","161791","A",6,5,5,5,5,1,6,4,2,2,5,2,7,5,3,6,2,5,5,7,1,2,1,4,3,7,2,4,6,3,3,4,2,4,5,6,2,5,6,6,4,5,1,4,3,3,6,5,4,1,7,4,5,3,6,2,6,3,2,4,3,4,3,4,4,2,6,4,2,3,5,3,7,4,3,6,2,4,6,3,2,1,1,2,2,5,3,3,4,2
"1572","161794","A",6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,2,1,1,2,6,4,7,5,7,5,7,7,7,7,7,1,7,5,7,5,4,6,7,7,1,7,7,7,7,7,6,7,7,7,5,3,1,1,1,3,1,2,2,2,3,1,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"1573","161795","A",7,5,7,1,7,1,7,7,1,1,7,1,7,7,7,7,7,7,7,7,1,5,1,1,1,1,1,1,1,7,1,5,1,7,1,7,2,5,7,7,3,7,1,1,1,5,1,1,2,1,7,3,7,7,7,7,7,7,7,1,7,5,7,1,7,1,7,6,1,1,7,1,7,7,2,7,7,5,7,7,1,7,1,1,1,1,1,1,1,7
"1575","161797","A",7,1,1,1,7,1,1,1,1,1,1,1,7,7,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,4,1,4,1,7,5,3,7,7,5,7,1,1,7,1,3,7,4,1,7,5,7,7,7,6,4,5,7,1,7,1,1,4,7,1,1,1,1,1,1,1,7,7,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
"1576","161798","A",4,2,4,3,6,1,7,5,1,1,1,2,7,6,2,5,1,2,3,6,1,4,2,4,2,2,2,4,1,2,2,5,2,4,2,7,2,5,6,6,1,3,2,2,6,2,4,5,5,1,6,2,2,3,2,3,5,2,5,2,5,6,4,6,5,1,6,3,2,2,4,2,7,5,1,5,2,2,3,1,2,6,1,5,1,2,4,6,1,2
"1577","161799","A",5,2,4,2,6,4,5,1,1,1,3,3,5,6,3,4,2,2,1,5,3,6,5,6,4,4,5,6,5,4,2,4,3,4,5,4,2,2,5,7,1,5,2,4,3,3,3,4,6,1,5,2,3,2,4,3,3,2,3,5,3,2,3,2,4,4,2,5,5,5,7,1,6,4,1,7,3,3,5,3,5,5,1,3,2,4,4,3,5,1
"1578","161800","A",4,1,4,1,4,4,5,4,2,1,2,2,3,4,1,5,1,1,5,5,2,4,1,1,2,1,5,2,2,2,5,7,5,7,4,3,2,4,5,6,2,5,3,4,4,4,5,6,4,2,6,2,4,6,5,3,2,5,5,4,4,4,2,4,4,4,5,4,4,4,3,3,4,4,1,5,3,2,5,4,4,5,3,3,2,1,4,2,4,2
"1580","161802","A",6,1,7,2,7,1,7,1,1,1,1,1,7,1,1,7,1,1,2,7,1,1,1,1,1,1,1,1,1,2,3,5,1,5,3,7,2,7,6,6,1,7,2,1,4,3,6,7,5,1,6,3,7,3,7,6,6,3,7,4,4,1,4,3,4,1,7,5,4,4,3,1,5,1,1,6,4,3,6,2,4,3,1,1,1,1,4,1,1,2
"1583","161805","A",7,3,7,3,7,1,7,3,1,1,1,1,7,7,1,7,1,5,6,7,1,6,1,5,2,2,1,5,5,3,3,4,3,5,2,7,3,6,7,6,1,7,2,1,5,1,5,6,4,1,7,2,7,3,6,4,5,3,4,5,4,2,4,2,6,1,6,3,2,2,4,1,7,7,1,7,1,1,5,4,2,6,1,4,1,1,1,4,1,1
"1584","161806","A",6,1,7,5,7,1,5,5,1,1,1,5,4,7,2,4,1,2,5,7,1,5,1,5,3,1,1,5,1,1,3,5,2,4,4,6,3,4,7,7,5,4,2,2,5,4,6,5,4,2,7,5,4,4,5,4,7,3,7,3,4,3,2,4,6,1,4,4,1,2,4,1,4,7,1,7,3,1,4,1,2,4,1,2,1,1,2,4,1,1
"1585","161809","A",7,1,7,1,7,1,7,7,7,5,7,5,1,7,1,7,1,6,4,7,1,4,7,1,5,7,7,1,6,1,5,5,7,5,7,7,6,6,5,1,1,5,7,7,7,7,7,6,7,6,7,7,1,6,7,2,2,7,6,7,7,3,4,1,7,4,7,7,4,5,7,4,1,7,3,7,4,5,3,7,5,5,2,2,1,7,7,3,7,1
"1587","161811","A",4,1,6,2,6,1,2,2,1,1,4,1,5,7,5,6,4,2,1,6,1,1,1,2,2,5,4,2,6,3,3,5,3,5,4,6,1,2,5,5,3,7,3,4,2,3,2,4,2,2,5,6,7,5,6,4,3,5,7,5,6,1,4,3,6,2,4,3,3,3,6,1,4,7,1,7,4,2,4,3,3,3,1,2,1,4,4,3,4,1
"1588","161812","A",3,1,5,1,7,1,4,5,2,1,1,1,4,7,1,3,1,1,5,3,1,2,1,1,1,1,1,1,1,3,2,7,2,6,3,6,1,3,6,6,1,7,3,2,3,2,4,6,4,2,6,7,6,7,6,4,3,7,6,3,2,5,3,4,7,4,4,4,4,2,6,1,4,6,2,6,4,4,4,2,5,4,1,4,1,2,4,4,2,1
"1594","161820","A",6,2,7,4,6,2,6,6,6,6,1,1,6,6,3,7,1,1,6,7,6,5,1,5,5,6,4,5,2,5,4,5,2,4,5,3,5,4,4,6,3,7,2,4,2,4,5,4,4,2,4,3,6,3,4,2,2,3,5,4,3,3,3,3,4,2,4,4,4,3,5,1,3,4,1,6,5,2,5,4,3,3,1,3,4,4,4,3,3,4
"1595","161821","A",5,2,5,1,6,5,5,5,5,3,2,2,6,7,3,7,1,1,6,7,2,6,1,4,5,1,3,4,1,3,4,6,4,4,7,2,6,5,4,5,1,7,2,6,5,6,6,4,5,3,7,3,7,4,5,6,3,3,6,4,5,2,5,1,7,2,7,6,3,4,7,2,2,4,3,7,6,2,7,4,7,5,1,1,1,2,4,3,3,1
"1598","161824","A",6,1,6,1,6,1,1,1,1,1,4,1,4,6,4,6,4,1,1,6,1,1,5,1,3,1,4,5,5,7,1,4,1,3,1,4,3,3,3,3,2,5,1,1,2,1,3,3,3,1,3,6,3,5,3,1,3,3,3,4,4,1,1,1,7,1,4,4,4,4,3,1,1,4,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1
