"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"2696","164114","A",6,1,6,5,4,1,6,2,1,1,1,1,5,3,1,7,1,1,2,6,1,1,1,6,3,5,1,6,1,2,1,6,2,5,1,7,2,5,6,5,2,7,2,2,2,1,4,2,5,1,6,4,7,2,3,3,6,3,6,5,4,1,4,4,4,1,5,3,1,1,1,1,4,2,1,7,1,1,4,2,1,1,1,4,1,1,1,4,1,1
"2698","164116","A",2,4,1,1,4,1,1,1,1,1,1,1,7,7,1,7,1,1,1,7,1,1,4,1,4,7,1,1,6,7,1,1,1,1,1,1,6,2,6,2,1,7,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,7,1,7,7,2,4,7,2,1,1,7,7,7,1,1,7,4,7,1,7,7,7,7,7,7,4,7,7,7
"2700","164119","A",5,1,3,1,1,1,2,4,7,6,1,1,2,1,2,6,5,3,3,1,7,6,2,2,1,1,5,3,1,3,5,4,6,4,7,7,1,6,6,6,1,4,2,3,3,5,2,3,2,4,6,1,3,6,4,3,5,3,6,4,1,2,2,2,3,1,3,5,7,7,3,1,3,4,1,1,6,4,4,1,6,7,2,2,1,1,6,4,1,1
"2701","164120","A",5,5,4,6,5,1,1,1,1,1,1,1,7,6,1,6,1,1,1,6,1,5,1,5,5,6,1,5,6,6,4,3,4,3,6,7,6,6,6,6,7,7,1,5,5,3,7,7,6,3,6,5,7,4,5,2,5,4,2,2,3,4,4,4,5,1,3,3,3,3,1,1,4,3,1,3,1,1,3,5,3,4,2,4,1,2,4,4,5,4
"2707","164126","A",3,3,3,3,5,1,4,3,1,1,1,2,5,5,2,5,3,3,5,4,1,1,3,1,3,3,3,1,3,3,1,6,2,6,1,7,3,3,7,7,2,6,3,1,3,1,5,6,3,1,7,6,6,6,3,2,3,6,3,3,1,1,1,1,3,1,3,3,1,1,6,1,2,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1
"2709","164129","A",1,2,3,2,7,1,7,5,5,2,3,1,5,3,3,7,3,2,2,6,3,1,2,2,3,6,3,2,6,2,3,4,2,4,3,2,2,6,4,4,1,7,2,2,2,1,2,4,6,1,4,3,5,3,4,3,5,3,5,4,2,2,2,2,4,2,5,3,3,2,4,1,2,2,2,6,3,2,4,2,2,4,1,2,1,2,6,2,2,1
"2710","164130","A",6,1,5,2,5,1,4,3,1,1,1,1,5,4,2,7,1,1,3,6,1,1,2,1,1,1,1,1,3,3,6,6,5,5,5,5,3,6,6,7,4,6,2,3,6,5,6,7,6,2,7,7,3,3,7,6,6,3,2,3,1,1,1,2,4,5,5,5,4,4,6,2,6,2,1,6,6,4,5,1,4,2,2,2,1,1,6,2,4,2
"2712","164132","A",7,1,7,5,7,1,6,4,1,1,1,1,5,1,2,6,1,1,1,7,1,1,2,1,1,1,1,1,1,4,6,7,5,4,7,7,4,6,7,7,1,7,4,7,3,5,6,7,7,5,7,7,6,7,7,5,6,7,7,4,6,4,7,4,7,4,7,6,6,6,7,1,4,4,4,7,6,4,6,4,6,4,1,4,1,1,4,4,4,1
"2716","164136","A",2,5,4,5,7,1,5,1,1,1,1,2,7,3,1,7,1,1,3,4,1,1,2,1,5,2,1,1,2,3,2,3,1,3,3,6,1,5,5,5,1,4,1,3,3,1,4,3,3,1,5,3,4,3,3,3,3,3,4,3,2,3,1,4,4,1,5,2,2,2,4,1,4,4,1,7,1,2,4,1,2,4,1,4,1,1,4,4,1,1
"2717","164137","A",3,5,5,2,7,1,5,6,1,5,1,3,7,3,3,7,1,1,6,7,4,6,3,1,1,4,3,1,2,7,4,3,3,6,7,7,1,5,6,4,5,4,2,6,4,1,6,6,5,1,5,5,5,6,7,5,3,6,7,2,3,4,3,4,7,1,4,6,5,6,5,1,7,4,1,7,3,2,7,1,6,7,1,1,1,1,6,1,3,4
"2720","164140","A",2,2,5,5,5,2,6,6,1,1,6,1,7,6,6,5,1,6,3,7,1,1,1,1,5,5,1,1,6,6,4,4,5,3,4,6,3,2,7,7,2,6,2,3,6,5,5,4,5,1,7,5,4,5,3,3,6,6,4,4,4,1,3,5,5,1,6,6,4,4,6,1,6,2,4,7,3,6,4,4,4,3,1,1,1,1,2,1,4,1
"2722","164143","A",3,1,5,1,2,1,6,6,1,1,2,1,7,3,2,5,1,1,6,7,3,4,1,1,1,1,2,1,1,1,3,3,2,4,3,7,5,5,7,7,2,7,1,1,3,2,6,7,5,1,6,3,7,2,6,4,5,2,7,6,2,1,2,1,5,1,4,6,4,4,7,1,7,1,2,7,5,4,6,4,6,1,1,1,1,1,6,1,1,1
"2724","164145","A",5,5,7,6,6,4,5,3,5,5,1,3,7,5,4,7,2,3,4,7,5,7,2,6,6,5,3,6,5,5,4,5,4,5,5,5,3,6,6,6,1,5,2,2,5,3,3,5,5,1,2,2,4,2,3,2,5,3,5,5,5,3,4,6,5,5,6,5,4,2,7,1,7,3,3,6,4,4,5,5,5,6,1,5,1,1,5,6,3,1
"2725","164146","A",6,5,7,6,7,1,7,5,1,1,2,1,7,7,1,7,1,1,7,7,1,7,1,7,7,7,1,7,7,6,2,2,1,2,2,4,2,3,2,2,2,5,2,1,3,1,5,4,2,1,2,2,4,2,3,2,3,2,2,3,5,4,4,5,4,1,4,4,3,3,6,1,5,7,1,7,3,2,6,3,3,3,1,3,1,2,4,3,2,1
"2726","164149","A",5,1,4,3,6,2,6,3,3,3,3,1,6,5,2,6,1,1,4,6,3,1,5,1,5,5,1,1,5,5,2,7,3,7,1,6,2,3,5,7,4,7,3,1,5,1,5,5,4,3,6,7,5,7,6,5,7,7,6,5,2,1,2,1,4,2,6,4,5,5,4,1,5,2,2,4,4,5,5,3,6,1,1,1,1,2,4,1,4,1
"2727","164150","A",6,1,3,1,6,2,6,2,1,1,6,1,2,3,5,6,4,7,3,6,1,5,7,1,2,2,3,1,7,3,5,5,4,6,3,6,2,5,7,7,2,6,2,4,3,3,5,7,3,2,7,4,4,7,3,5,4,7,4,7,4,2,3,1,5,2,6,4,1,1,7,2,4,3,2,6,6,4,3,5,1,6,5,3,2,1,5,2,6,1
"2729","164152","A",5,4,2,5,7,3,1,2,4,1,6,1,5,6,1,6,1,1,1,7,1,4,4,3,5,7,6,6,7,5,1,6,2,4,1,5,7,7,7,7,2,7,5,3,4,2,7,6,7,1,7,7,7,7,6,5,7,6,7,1,4,3,2,3,6,1,4,4,4,4,6,1,4,6,1,7,1,1,4,1,4,4,1,2,2,1,6,5,4,6
"2740","164170","A",5,2,5,2,5,1,3,1,1,1,1,1,6,2,2,5,2,1,2,6,1,2,1,2,3,1,1,2,7,3,3,5,3,5,3,5,3,5,6,6,1,7,2,2,2,3,5,7,5,1,6,4,6,5,4,7,4,6,1,5,3,1,3,3,4,2,4,3,1,1,4,1,4,2,1,3,4,1,3,1,1,3,1,3,1,1,3,3,1,1
"2742","164172","A",4,1,5,1,5,5,1,1,1,1,4,1,5,5,1,6,1,1,1,6,1,5,5,5,1,1,1,5,5,5,2,4,1,4,5,3,3,6,6,6,2,6,2,4,4,3,6,6,6,1,6,5,5,5,6,5,5,3,4,5,3,2,2,2,4,3,5,2,2,3,5,1,4,4,1,5,4,1,2,2,2,2,1,1,1,1,3,3,1,1
"2743","164173","A",5,1,1,1,6,1,1,3,1,1,1,1,4,5,1,5,1,1,1,7,1,1,1,1,1,1,1,5,1,1,1,6,6,7,1,4,5,5,7,7,3,7,5,1,5,2,5,7,6,1,7,7,6,7,5,5,7,4,7,4,4,1,1,1,6,1,1,3,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2745","164175","A",7,1,7,4,7,1,3,3,1,1,1,1,7,2,1,7,1,1,4,7,1,4,1,7,1,7,1,7,1,1,4,7,3,7,2,7,7,7,7,7,7,7,7,7,7,1,7,7,4,1,7,7,7,7,7,4,7,4,7,7,7,1,7,1,7,1,4,4,4,4,7,1,7,1,1,7,1,1,4,7,4,7,1,7,1,1,4,7,1,1
"2749","164185","A",7,1,7,1,6,4,2,2,2,1,3,6,1,7,2,6,1,1,2,7,3,1,7,3,2,1,3,3,6,5,5,4,4,6,4,4,2,3,6,6,2,6,2,4,3,5,5,7,5,1,6,5,4,4,3,5,5,5,5,3,6,2,4,2,5,2,5,6,4,4,3,3,4,4,1,6,3,4,6,3,4,4,3,3,1,1,6,3,6,2
"2750","164187","A",3,1,3,1,5,3,4,1,1,1,1,3,7,7,2,6,1,1,1,7,1,1,3,1,1,5,1,1,1,3,2,7,2,7,5,7,3,6,6,7,3,7,4,3,5,3,6,7,7,1,6,5,7,5,7,6,7,5,7,3,2,1,2,1,4,1,2,2,2,2,1,1,7,4,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1
"2751","164189","A",5,2,4,3,4,1,1,2,1,1,1,1,2,4,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1,3,4,3,4,4,7,5,7,7,7,5,7,3,3,7,4,7,7,7,3,7,7,7,7,7,7,7,7,7,7,4,4,3,4,3,3,3,5,3,3,6,3,5,2,3,3,5,3,4,4,4,4,4,5,3,4,6,4,3,2
"2754","164193","A",2,5,7,6,6,2,5,5,3,3,3,2,6,7,5,6,6,5,6,5,4,6,2,6,6,5,2,6,3,2,3,5,4,5,4,4,2,4,4,5,2,6,3,3,3,4,5,7,3,2,5,4,5,4,3,3,6,4,5,4,3,3,4,3,5,2,6,4,3,3,4,2,3,5,1,5,5,4,7,2,3,6,2,4,2,3,5,5,2,2
"2756","164196","A",6,6,6,6,6,6,1,4,4,1,6,2,6,6,6,6,6,1,4,6,4,6,7,6,6,5,6,6,5,6,4,7,6,7,4,7,7,7,7,7,7,7,3,4,7,4,7,7,7,2,7,7,7,7,7,7,7,7,7,7,1,3,1,3,1,1,3,3,3,3,7,1,3,1,5,1,4,1,3,1,3,3,1,3,1,1,7,3,1,1
"2757","164197","A",7,2,6,6,5,1,6,3,1,1,1,1,7,7,1,7,1,1,4,7,1,6,1,5,1,3,1,6,1,2,1,4,4,4,3,7,2,5,6,6,1,7,2,2,7,2,4,5,4,1,6,3,6,5,7,5,6,4,6,6,4,2,4,5,4,2,4,6,6,6,4,1,5,1,1,7,3,3,5,4,5,6,1,1,1,2,4,5,1,2
"2758","164198","A",6,3,6,5,6,1,1,1,1,1,7,3,7,7,6,7,1,1,1,6,1,5,5,2,7,6,5,4,7,7,1,3,2,3,2,7,5,5,5,5,1,7,1,1,1,1,2,4,5,1,5,4,7,6,3,1,4,4,6,3,4,1,1,1,4,1,4,4,4,4,7,1,4,4,1,7,2,2,5,2,5,2,1,1,1,2,4,1,2,1
"2760","164200","A",2,5,6,4,7,2,5,4,1,1,2,2,1,6,3,5,2,5,2,6,1,5,3,4,5,4,2,5,7,5,6,5,2,5,4,5,1,5,7,7,3,7,2,1,4,4,6,5,5,1,7,5,5,6,3,3,6,6,4,4,1,4,1,2,4,2,6,5,1,1,6,1,2,2,2,6,5,5,3,1,1,2,1,3,1,1,4,4,6,1
"2768","164216","A",7,1,6,2,4,1,6,4,2,2,1,1,5,2,1,6,1,1,4,7,2,1,1,1,1,1,5,1,1,5,2,6,2,5,4,5,2,4,5,6,5,6,2,3,6,1,6,7,4,1,6,2,6,3,5,4,2,3,5,3,4,1,4,3,5,1,6,7,5,4,1,1,4,4,1,7,1,1,6,4,4,3,1,2,1,1,4,2,1,1
"2770","164218","A",6,1,5,1,7,1,4,3,1,1,1,1,2,1,3,7,2,1,2,6,1,1,1,1,2,2,2,1,5,2,3,6,5,6,5,7,2,5,7,7,2,7,2,4,4,1,4,6,6,2,7,6,7,7,4,5,3,6,6,5,4,1,4,1,7,1,6,6,6,6,6,1,4,1,2,7,6,5,6,4,6,1,1,1,1,2,4,1,4,2
"2781","164236","A",6,1,7,1,5,1,1,2,1,1,1,1,3,5,1,7,1,1,2,6,1,1,1,1,3,1,1,1,1,1,4,5,2,5,3,7,4,4,4,4,3,7,2,2,5,2,7,7,4,1,4,7,6,6,4,5,6,5,7,5,5,3,6,3,5,1,4,3,2,2,2,1,4,4,1,7,2,1,3,4,2,2,1,2,3,1,2,2,1,1
"2783","164238","A",5,2,5,3,7,1,6,4,1,1,1,5,5,7,3,6,1,1,4,7,1,5,1,1,3,1,1,4,1,5,3,6,3,5,1,7,4,5,6,6,7,4,4,2,5,1,7,7,6,2,6,5,6,7,7,7,7,6,7,3,4,4,4,5,7,1,4,4,2,2,1,6,7,7,4,7,4,1,5,5,2,7,1,2,2,1,1,5,1,6
"2784","164239","A",5,4,5,3,5,3,5,5,3,2,5,1,6,5,3,4,2,1,5,6,2,1,1,3,5,6,2,5,1,2,5,4,4,5,4,3,2,3,5,5,1,6,2,3,4,5,4,7,3,2,5,7,6,5,4,2,6,3,7,6,4,5,3,3,5,4,5,5,3,2,6,1,6,4,2,3,4,3,5,2,3,1,1,3,4,6,5,4,2,3
"2785","164240","A",6,2,7,2,6,1,2,2,1,1,1,1,5,6,1,5,1,2,2,7,1,1,1,2,1,1,6,1,1,2,3,6,5,5,2,7,3,5,7,7,4,7,5,2,6,1,7,6,5,1,7,7,6,6,7,6,3,3,7,5,4,5,4,4,6,1,7,2,3,3,1,1,6,6,1,7,3,2,6,1,2,6,1,3,1,1,4,6,1,1
"2789","164245","A",7,2,7,2,6,1,7,3,1,1,1,1,1,1,2,7,1,1,4,7,1,1,1,1,1,1,1,1,1,5,6,5,6,5,2,7,2,4,6,4,1,5,2,1,6,2,6,7,3,3,6,4,2,3,4,5,4,3,4,2,4,3,2,4,6,1,7,3,3,5,7,1,1,2,2,7,4,1,6,1,3,6,1,1,1,1,1,1,4,1
"2790","164246","A",7,1,3,1,6,1,7,5,1,1,1,1,5,6,3,6,1,1,7,7,1,6,1,3,1,1,5,4,6,3,6,7,6,7,5,7,2,4,5,6,1,7,2,4,3,7,6,5,7,3,7,3,7,6,7,6,3,2,7,6,2,4,1,2,7,1,4,5,6,7,7,1,7,1,2,7,7,5,6,2,6,7,1,1,1,2,4,7,6,1
"2794","164251","A",6,1,6,1,6,1,7,5,3,1,1,1,2,6,1,6,1,1,3,7,2,4,1,1,2,1,1,1,1,1,4,6,3,6,3,7,2,6,5,7,1,7,2,2,5,3,7,7,6,1,1,3,7,7,6,6,6,6,6,6,2,3,2,3,5,2,6,5,4,4,2,1,6,6,2,7,4,4,4,3,4,5,1,2,1,1,4,2,3,1
"2795","164254","A",7,1,6,1,4,4,2,2,1,1,3,5,5,1,7,5,2,3,1,7,1,1,7,1,3,7,6,1,2,3,1,3,2,3,4,3,5,4,5,5,1,4,2,5,2,3,4,5,7,1,6,2,3,3,2,2,3,2,7,2,4,1,3,2,5,3,4,4,4,4,5,2,7,3,3,7,3,2,4,7,4,4,2,1,2,2,2,2,2,2
"2796","164255","A",6,2,6,2,6,1,5,2,1,1,1,1,5,5,5,6,2,1,4,6,1,5,1,1,1,1,1,1,1,6,3,4,3,4,2,6,2,4,5,5,2,7,2,3,2,2,3,7,4,1,6,3,5,4,5,4,5,5,7,2,4,1,3,1,6,1,6,3,2,2,4,1,5,2,4,7,4,1,4,5,2,4,1,1,1,1,2,1,1,4
"2797","164256","A",7,3,7,3,7,3,4,3,2,2,3,6,7,7,5,7,2,4,4,7,2,1,5,1,6,6,4,3,5,7,4,4,4,4,1,7,4,5,7,7,2,6,4,1,2,4,6,6,5,1,7,4,6,4,5,5,5,4,6,5,4,4,4,4,4,1,5,5,5,4,6,1,6,4,3,4,5,3,5,3,5,5,1,4,1,1,4,4,1,5
"2801","164263","A",5,5,6,5,7,3,5,3,2,2,2,1,7,7,3,7,1,2,6,7,1,3,5,5,5,2,2,6,3,3,3,2,3,2,6,5,3,5,5,6,2,6,1,4,2,5,5,4,4,2,6,5,5,3,5,3,3,3,4,4,3,3,4,5,7,3,5,5,4,3,6,2,5,4,2,7,5,3,7,3,6,3,1,4,1,1,4,3,2,1
"2802","164264","A",7,1,7,7,7,1,1,1,1,1,1,1,7,7,1,7,1,1,1,7,1,7,6,7,1,1,1,7,1,1,1,7,1,1,1,7,7,7,7,7,7,7,1,1,5,1,7,7,7,1,7,1,5,1,7,7,4,1,7,7,4,1,1,4,7,1,1,1,1,1,1,1,7,7,1,7,1,1,1,4,1,4,1,4,1,1,1,4,1,1
"2803","164265","A",6,1,5,2,6,2,5,1,2,3,2,1,5,6,2,6,1,2,1,6,1,3,1,1,2,1,2,1,2,2,3,7,3,5,1,7,3,6,5,3,6,7,3,2,6,3,7,7,7,1,5,4,7,5,6,6,5,4,6,5,6,1,3,3,6,2,5,3,3,2,4,1,6,5,1,6,2,1,3,3,2,5,1,1,2,1,5,3,3,3
"2804","164266","A",4,1,6,3,6,1,5,2,1,1,1,1,7,7,6,6,1,1,1,7,1,1,1,1,1,1,1,1,4,2,1,6,1,6,1,7,4,3,7,7,2,7,4,3,4,1,7,7,4,1,7,6,7,6,7,7,3,6,7,6,2,1,3,1,7,4,6,4,1,1,5,1,6,3,1,3,7,1,6,4,1,5,1,1,1,1,7,1,1,1
"2805","164267","A",7,7,6,6,7,3,5,3,4,2,4,2,6,6,4,6,1,3,4,7,3,6,2,6,6,5,2,6,6,4,1,2,1,2,2,2,2,4,4,5,1,3,1,1,2,2,2,1,4,1,4,2,2,2,2,3,5,2,4,2,6,6,6,6,7,4,5,6,2,2,3,2,6,7,4,7,5,5,6,7,3,5,2,6,5,3,3,6,5,3
"2809","164272","A",5,1,5,1,6,3,5,3,2,2,5,1,5,7,3,5,3,1,5,6,1,5,1,1,2,5,2,1,1,5,4,5,3,5,4,3,4,5,4,3,1,6,3,4,1,5,3,6,6,1,4,5,4,4,5,3,4,6,6,3,3,2,2,3,5,4,5,5,4,4,5,1,4,4,1,5,4,1,6,1,4,4,1,3,1,2,5,3,3,1
"2810","164274","A",6,6,4,5,7,6,5,5,3,6,4,5,2,3,5,6,3,5,3,6,3,7,3,4,5,5,2,3,3,6,4,4,7,5,6,4,4,5,5,6,6,6,2,4,4,7,3,6,3,6,6,7,6,2,7,6,3,3,7,7,7,2,3,6,2,6,3,7,7,4,6,6,6,4,6,4,4,4,7,5,5,5,5,3,3,4,6,5,3,4
"2811","164276","A",5,5,7,3,7,1,6,3,2,1,1,1,1,5,5,7,1,1,3,7,1,4,1,3,1,1,3,3,5,1,4,3,5,3,3,7,4,6,4,7,1,7,2,3,5,2,3,7,5,3,7,4,7,3,7,5,4,3,6,7,4,6,4,6,5,4,5,5,5,4,6,1,3,5,1,6,4,4,5,4,4,6,1,6,1,1,6,6,4,1
"2812","164277","A",6,1,7,1,6,1,4,2,1,1,7,1,1,1,5,5,1,5,1,7,1,1,1,1,5,1,1,1,2,1,4,7,2,3,5,4,2,5,7,7,2,7,3,2,2,5,5,5,5,1,7,4,5,4,4,4,7,4,7,7,2,1,4,4,7,1,5,5,4,4,4,1,4,4,1,7,4,7,5,1,4,4,1,4,1,1,4,4,4,1
"2814","164281","A",5,1,3,2,6,5,2,3,1,1,4,1,5,6,3,6,2,3,4,6,1,2,2,1,4,3,3,1,3,3,4,5,4,4,3,3,4,3,7,7,2,7,2,2,3,3,5,6,3,2,7,4,6,4,5,4,3,3,5,5,4,3,3,3,6,2,4,3,5,5,5,1,5,5,3,6,5,5,5,3,5,4,1,2,2,3,4,2,4,3
"2815","164282","A",2,2,2,3,5,1,7,1,1,1,1,1,4,5,2,6,1,1,1,6,1,1,2,1,1,1,2,1,1,1,4,4,4,4,2,7,2,6,7,7,3,7,2,3,5,1,5,6,4,1,7,7,6,7,6,5,3,7,7,6,3,1,3,2,6,1,6,4,4,4,5,1,5,4,1,6,4,1,5,3,4,1,1,1,1,1,4,1,3,1
"2816","164284","A",6,1,6,1,6,1,5,1,1,1,2,1,7,6,2,7,1,1,3,7,1,6,1,3,2,1,1,3,1,1,2,7,3,6,3,7,2,6,7,7,2,7,2,3,3,3,7,6,4,2,7,2,7,4,5,7,7,5,6,5,6,1,5,3,6,1,6,2,2,2,6,2,7,5,1,7,2,1,5,6,2,6,1,5,3,2,1,4,2,2
"2819","164287","A",3,1,4,1,3,1,1,1,1,1,1,1,1,4,1,4,1,1,1,5,1,1,1,1,1,1,1,1,4,1,3,5,2,5,5,6,4,6,5,6,4,5,5,2,4,5,5,5,5,2,6,5,5,5,5,5,5,5,2,5,1,1,1,1,2,1,4,3,1,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"2820","164288","A",4,5,4,5,5,2,7,6,3,3,2,5,5,5,5,4,3,2,5,5,2,5,5,5,4,4,6,4,5,5,4,4,5,5,4,5,2,5,5,6,2,4,3,4,4,4,3,6,5,4,6,4,5,5,4,4,5,5,5,4,4,5,4,4,3,2,7,5,5,5,5,5,4,5,2,4,4,2,4,4,5,4,4,5,4,5,7,5,4,5
"2821","164289","A",6,6,6,6,7,5,6,5,1,1,3,3,7,7,3,6,2,2,6,7,1,4,5,2,7,1,4,2,6,7,3,2,3,3,5,4,3,5,4,7,1,5,1,3,4,4,3,4,3,1,7,4,3,6,4,5,1,6,6,4,4,6,3,5,6,3,6,5,4,4,4,3,7,4,1,7,3,4,7,2,5,4,2,2,2,1,5,2,6,4
"2824","164292","A",4,1,6,1,4,4,4,4,1,1,1,1,1,4,1,7,1,1,4,6,1,4,1,1,1,4,1,1,1,1,2,6,3,6,5,3,4,4,5,6,1,7,6,4,6,2,7,7,4,1,7,2,6,2,6,2,5,2,7,6,3,2,4,1,4,1,2,3,6,6,7,1,2,3,1,5,3,1,4,1,6,3,1,2,1,1,2,2,1,1
"2826","164294","A",5,1,5,2,5,2,6,1,1,1,3,1,5,3,2,5,1,1,4,6,1,1,2,1,1,5,1,1,1,2,2,6,4,5,3,5,2,5,4,4,2,7,2,2,3,4,4,5,4,2,4,7,7,7,5,3,6,7,6,4,4,1,3,3,5,2,5,3,4,4,4,1,5,3,1,6,3,3,5,3,4,4,1,3,2,4,3,4,2,1
"2828","164296","A",5,1,5,1,5,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,1,5,1,1,2,6,2,6,2,7,7,7,7,7,7,7,6,2,7,2,7,7,7,2,7,6,7,6,7,7,7,6,7,7,5,2,5,2,5,1,3,3,3,3,1,1,2,5,1,5,1,1,3,5,3,2,1,2,1,1,1,2,1,1
"2831","164299","A",7,1,5,1,7,1,4,2,1,1,2,1,3,7,2,6,1,1,3,7,1,1,1,1,3,1,1,1,1,1,5,6,4,7,1,7,4,4,6,6,3,7,4,3,3,3,5,4,5,1,6,4,7,4,5,7,6,3,6,7,2,2,3,3,6,1,4,5,2,2,4,1,6,4,1,7,2,1,6,6,3,4,1,4,1,1,3,5,1,1
"2832","164300","A",5,1,5,1,5,1,5,1,1,1,1,1,7,1,5,7,1,1,1,7,2,5,1,1,1,5,2,1,1,5,5,7,5,7,7,7,7,5,6,7,5,7,3,6,5,3,5,7,7,1,6,5,7,7,7,6,6,2,6,5,5,3,5,2,5,1,4,4,3,4,1,1,7,4,1,7,1,1,3,3,3,1,1,1,1,1,3,3,1,1
"2836","164305","A",4,1,5,5,7,2,5,2,1,1,3,1,5,5,2,7,2,1,2,6,1,1,1,1,2,1,3,1,2,3,2,5,1,3,3,3,2,4,7,7,1,6,2,2,3,1,5,4,5,1,7,4,4,4,4,6,2,4,6,2,2,2,1,2,4,3,4,5,4,4,5,1,4,2,2,7,6,4,5,1,4,2,1,2,1,2,4,2,4,1
"2837","164306","A",5,2,5,4,6,2,7,3,2,2,2,2,6,4,2,7,2,1,4,6,2,1,2,2,2,1,2,2,1,3,4,4,2,3,4,5,2,4,4,6,3,4,2,5,4,3,4,7,4,1,5,5,2,4,4,4,5,4,7,2,4,3,3,4,5,2,4,6,6,5,6,3,6,5,3,7,6,4,5,3,5,4,1,2,1,2,5,2,4,2
"2838","164307","A",7,1,3,1,1,1,1,1,1,1,5,1,1,7,3,7,1,1,1,5,1,1,1,1,6,3,1,3,1,6,4,4,1,4,5,7,5,4,4,4,1,7,2,4,2,1,4,5,5,1,4,6,6,5,5,2,7,2,6,3,4,2,1,2,3,2,3,2,2,2,7,1,3,5,1,7,1,1,2,1,2,2,1,2,1,1,4,4,1,1
"2841","164311","A",5,2,7,1,6,2,3,2,1,1,2,1,7,7,2,7,2,3,3,7,1,1,7,1,6,7,3,1,7,6,4,4,5,4,4,4,2,5,6,6,2,7,3,3,4,5,3,5,5,2,6,5,4,4,4,3,4,3,4,4,4,3,3,3,3,2,5,4,3,3,4,2,5,3,2,6,4,3,4,2,3,4,2,3,2,4,4,3,4,2
"2844","164316","A",7,1,6,4,6,2,5,3,1,1,2,1,5,5,2,6,2,1,6,7,1,2,2,2,3,1,2,2,1,2,2,4,3,3,4,6,4,6,7,7,3,6,2,4,2,4,5,4,6,2,7,6,6,6,5,6,3,6,6,5,3,2,4,3,7,1,7,4,4,4,2,1,3,7,1,7,2,2,6,1,4,4,1,2,1,1,3,3,1,1
"2846","164319","A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,7,4,6,6,6,6,5,6,5,5,7,6,1,6,6,6,1,5,7,3,7,4,2,6,7,4,1,7,1,7,5,7,7,7,7,7,7,7,1,5,7,1,7,4,3,7,7,7,5,1,5,1,5,7,5,5,1
"2847","164320","A",5,1,6,1,7,1,4,4,1,1,3,1,1,7,5,6,1,1,2,7,1,1,2,1,1,1,1,1,1,4,3,6,2,5,1,7,4,5,7,6,2,7,4,1,4,2,6,6,5,1,7,5,6,6,6,7,7,5,4,4,4,1,3,1,7,1,3,4,2,2,3,1,1,7,1,7,1,1,2,5,1,1,1,1,1,1,1,1,1,1
"2849","164323","A",6,1,5,1,1,1,6,7,2,1,3,1,1,6,2,7,4,1,6,6,1,1,1,1,3,1,4,1,6,7,6,7,4,7,4,5,2,4,5,7,2,7,5,5,6,4,4,7,4,5,7,7,6,7,4,5,3,7,5,2,4,2,4,2,4,6,5,6,5,4,5,1,3,3,1,3,5,2,6,5,5,4,1,1,1,1,6,1,5,4
"2851","164327","A",7,1,1,1,7,1,1,1,1,1,1,1,3,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,3,7,7,7,3,7,4,3,7,7,7,7,5,7,6,3,7,7,2,5,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,7,7,4,1,7,1,7,1,1,7,1,1,7,7,4,7,1,7,1,1,7,7,1,1
"2856","164332","A",3,5,5,3,6,5,6,3,2,5,3,5,6,7,5,6,3,2,6,7,3,3,6,6,6,5,3,6,6,6,3,4,3,6,4,6,1,3,6,6,2,7,2,2,5,3,5,5,5,2,6,6,5,3,3,2,6,3,5,5,4,4,5,5,6,4,6,4,2,3,6,1,5,5,1,7,5,5,7,4,2,6,1,6,4,2,5,6,5,3
"2858","164335","A",5,1,6,3,5,1,2,1,1,1,2,2,6,1,3,7,1,1,1,6,1,3,1,1,1,3,1,1,4,2,3,6,2,4,3,7,3,7,5,4,3,6,2,5,4,2,6,6,6,1,5,4,7,7,6,6,6,7,7,4,3,1,5,3,6,3,4,3,1,1,5,1,7,1,1,7,3,1,3,4,1,5,1,1,1,1,4,1,1,2
