"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"719","160560","B",2,3,3,3,7,2,6,3,1,1,3,1,5,7,2,6,2,2,5,6,1,2,2,2,2,1,3,3,5,2,7,5,4,6,5,5,2,6,7,7,5,7,2,5,5,5,5,6,5,2,7,5,5,6,4,7,5,6,6,5,1,4,2,4,6,4,6,4,1,1,6,1,7,6,1,7,3,4,5,3,1,3,1,4,3,1,4,5,6,1
"720","160561","B",5,1,6,3,6,1,6,3,1,2,1,1,2,3,2,7,1,1,4,6,1,1,5,1,4,6,2,1,5,7,3,6,2,4,3,7,2,5,6,4,1,6,2,4,4,1,5,6,5,2,5,3,3,5,5,3,4,3,5,3,3,3,3,3,6,2,4,5,5,4,6,3,4,4,1,7,5,2,6,2,5,5,2,4,2,4,5,4,5,2
"721","160562","B",7,1,6,1,7,1,1,1,1,1,1,1,5,7,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,1,7,3,7,7,7,7,7,6,7,2,2,6,3,7,7,7,1,7,7,7,7,7,7,7,7,7,6,5,3,4,5,6,1,6,5,6,7,5,1,6,6,1,7,7,4,4,6,7,4,1,1,1,1,6,5,1,1
"722","160563","B",5,4,4,5,3,1,6,5,2,2,1,1,3,6,2,6,1,1,6,5,2,3,1,5,2,1,1,6,2,2,2,5,2,4,2,7,4,6,7,7,6,7,4,3,5,2,6,7,5,1,7,4,7,4,6,6,7,3,6,5,4,3,2,4,5,1,6,5,2,3,2,2,3,5,3,4,2,2,6,5,3,4,2,4,2,1,2,5,2,3
"724","160565","B",5,1,5,2,5,2,6,6,7,7,3,1,3,7,5,5,2,6,5,6,7,3,1,1,5,7,3,1,2,5,4,5,4,4,5,5,3,5,5,5,1,7,2,3,2,5,6,6,6,4,5,4,6,5,3,5,3,5,6,4,5,3,4,2,5,3,6,6,6,6,5,2,3,7,2,6,5,6,6,4,6,5,2,2,4,5,4,2,6,4
"729","160570","B",5,1,5,1,4,6,4,5,1,1,4,2,1,2,6,4,5,1,4,7,1,1,2,1,5,6,5,5,1,5,1,7,4,6,5,3,3,3,7,7,4,5,5,2,6,4,5,7,4,1,7,6,5,5,6,4,6,5,5,4,2,2,2,2,5,5,4,3,6,6,6,1,6,3,4,4,6,3,4,2,6,2,1,4,3,2,6,6,3,2
"736","160580","B",6,2,6,3,6,1,5,5,1,1,1,5,5,5,4,5,1,2,6,7,1,5,7,4,2,2,5,2,5,3,3,5,3,4,3,7,3,5,6,5,3,6,2,2,5,3,5,5,5,1,5,4,4,4,5,4,5,4,3,5,4,5,2,5,4,1,4,4,4,4,3,4,5,2,2,6,3,3,5,1,4,5,3,5,1,1,4,5,4,1
"738","160582","B",5,6,4,6,7,6,6,6,6,7,6,7,7,6,7,6,6,5,7,6,7,5,6,6,7,7,6,7,6,6,4,5,5,6,7,6,6,6,5,7,7,4,7,5,7,5,5,6,7,7,5,6,5,5,5,7,7,4,6,4,5,5,6,4,7,3,5,4,5,7,7,5,7,6,4,6,6,5,5,7,6,5,5,4,7,7,7,5,6,6
"739","160584","B",5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
"742","160598","B",3,2,6,2,5,1,4,3,2,2,2,1,6,5,3,7,3,1,5,7,1,3,1,2,3,3,1,2,1,5,3,6,3,7,2,7,4,5,5,6,4,7,3,2,4,1,5,7,4,2,6,4,6,6,5,4,6,6,7,3,3,3,3,4,6,1,4,3,3,3,4,1,7,5,2,7,3,1,5,4,3,4,1,2,5,3,4,2,1,3
"744","160601","B",7,6,7,6,6,2,6,2,3,3,5,4,7,5,5,6,5,4,3,7,5,5,6,7,6,5,6,7,5,5,3,2,3,3,4,4,2,4,2,2,1,4,1,1,2,2,3,3,4,1,2,3,2,4,4,3,4,4,5,2,2,4,2,4,4,1,5,4,3,3,5,1,4,2,2,4,3,3,5,2,3,4,1,5,1,1,5,5,2,1
"748","160607","B",5,1,5,2,2,2,1,1,1,1,5,1,5,4,5,3,4,2,1,6,1,1,2,2,6,1,2,1,5,6,5,6,3,5,3,4,1,1,1,1,2,1,2,4,3,5,3,5,1,4,1,4,2,5,5,1,2,5,5,6,4,3,4,2,5,4,1,1,1,2,5,1,5,5,5,3,4,4,1,5,1,3,1,3,3,1,6,2,3,5
"749","160609","B",7,2,7,6,7,4,1,1,1,1,4,2,4,7,2,7,1,4,1,7,1,7,1,2,4,1,1,2,4,4,2,6,3,4,3,4,7,7,7,4,2,7,2,2,4,5,6,6,7,1,7,2,7,4,3,6,6,4,6,4,7,2,7,6,7,4,2,2,2,2,6,1,6,7,2,7,6,4,2,6,2,7,1,2,1,1,4,6,2,4
"750","160612","B",7,2,7,1,7,1,6,5,1,1,1,1,7,7,3,7,2,4,3,7,1,3,1,3,1,2,3,5,2,1,3,6,2,7,2,7,2,3,7,7,2,7,2,2,5,2,5,5,4,1,7,6,7,6,7,3,5,5,4,7,2,1,2,1,4,1,6,4,2,2,5,1,7,2,1,6,4,4,3,1,2,1,1,1,1,3,4,4,3,1
"751","160614","B",3,1,4,1,4,1,3,1,3,3,1,1,5,3,1,4,1,1,2,7,3,1,1,1,1,4,1,1,1,1,4,6,5,6,5,7,2,6,2,2,2,7,2,5,5,6,5,6,5,2,2,5,6,4,7,4,6,4,6,5,2,1,2,1,6,2,4,6,3,3,4,1,4,4,2,6,4,2,6,2,3,5,1,1,2,2,6,1,1,1
"753","160616","B",6,2,5,5,3,1,5,3,1,1,1,1,6,2,2,6,1,1,5,6,1,1,1,1,2,1,1,1,7,3,3,4,3,4,4,5,4,6,6,6,3,7,2,2,4,4,5,6,5,2,6,3,6,5,6,5,5,5,5,5,4,5,4,5,5,1,6,6,4,4,5,1,6,1,2,5,5,4,7,3,4,5,1,5,1,2,5,5,4,1
"754","160617","B",3,3,3,3,2,3,5,3,1,2,5,2,5,3,3,4,3,1,1,4,2,4,4,4,3,3,3,5,3,2,3,4,4,5,5,2,3,4,6,5,3,5,3,3,2,3,3,5,5,2,5,3,4,4,4,3,4,4,4,4,3,4,2,3,4,3,5,3,2,2,5,2,3,4,2,5,5,2,3,3,3,4,3,3,3,2,4,3,3,2
"755","160618","B",6,2,7,5,7,2,7,6,6,6,2,6,7,7,1,7,1,2,6,7,6,2,7,1,6,1,2,2,5,1,3,5,2,5,2,2,2,6,5,5,1,3,2,1,3,3,4,5,4,1,5,3,3,4,4,6,2,4,4,5,2,2,2,3,6,2,5,5,4,4,4,3,6,3,1,7,2,2,6,2,4,4,3,2,3,1,4,2,2,1
"757","160620","B",6,6,5,4,7,3,5,5,5,5,6,1,4,7,5,6,5,1,5,6,5,1,1,4,3,2,6,1,4,4,4,5,2,5,4,7,5,5,5,5,3,7,4,3,4,2,6,7,5,1,5,5,7,5,6,5,4,4,5,5,4,4,7,4,7,1,5,5,5,5,7,1,2,7,4,7,7,1,5,4,5,1,1,4,1,1,7,4,1,1
"761","160625","B",6,3,6,1,7,7,5,2,7,7,1,1,7,7,1,7,1,5,1,7,1,7,1,1,7,5,1,1,6,7,3,6,2,4,1,1,2,5,1,1,1,5,1,1,4,1,3,4,6,1,1,1,3,5,1,2,3,5,2,2,3,1,2,2,7,3,2,2,7,7,3,1,7,7,1,7,2,4,3,3,5,3,1,3,1,3,4,3,5,4
"763","160629","B",7,2,7,1,7,2,3,2,3,1,1,1,7,3,1,7,1,3,2,7,1,1,1,3,5,6,3,3,7,7,1,3,2,5,2,5,3,4,3,2,1,7,2,2,4,3,3,5,5,1,4,7,5,2,3,3,2,2,2,2,2,1,1,1,4,1,4,4,2,2,4,1,2,2,1,6,1,2,5,2,1,2,1,2,1,2,3,2,2,1
"766","160635","B",1,2,6,2,6,2,2,2,2,1,3,1,1,7,1,7,2,2,7,7,1,2,3,2,2,1,1,1,2,1,2,2,7,2,2,2,2,2,2,1,3,1,1,2,1,1,2,2,7,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,7,1,2,1,2,2,2,1,1,2,2,2
"768","160637","B",7,1,6,1,7,1,5,1,2,2,1,1,7,7,1,7,1,1,7,5,1,1,1,1,4,1,1,1,1,4,2,7,1,7,3,7,2,7,7,6,2,7,2,1,2,1,7,7,5,1,7,3,7,7,4,7,7,5,7,6,5,1,4,1,7,1,6,7,7,7,4,1,7,7,1,7,1,1,7,4,6,5,1,1,3,1,6,4,1,1
"769","160638","B",6,2,5,3,5,1,5,5,1,1,3,2,5,2,2,5,1,1,4,6,2,3,7,1,4,6,3,1,6,1,4,6,3,5,2,5,2,3,7,7,2,6,2,5,2,4,6,6,3,1,7,2,5,6,6,3,5,6,5,5,4,2,4,3,5,1,6,4,2,2,5,1,6,2,1,6,5,2,4,2,2,5,1,3,2,3,5,3,4,1
"771","160640","B",5,3,6,3,5,3,7,5,1,2,6,1,5,7,3,6,2,5,5,6,1,3,1,5,3,3,1,5,1,1,4,5,3,5,5,5,2,3,6,6,1,7,2,4,3,4,7,5,5,3,6,5,3,2,4,5,6,3,7,3,4,3,3,4,6,5,6,5,3,4,7,1,5,6,2,6,4,2,6,4,3,5,2,3,3,1,3,4,1,4
"772","160645","B",7,5,6,4,7,1,1,6,1,1,5,7,5,3,5,6,5,1,6,6,1,1,2,1,7,6,1,1,6,5,5,6,5,7,5,1,2,2,7,7,1,5,5,5,5,5,4,6,2,4,7,5,5,7,6,5,6,7,6,6,4,1,4,1,3,1,5,6,1,3,4,1,2,3,1,4,5,7,6,4,1,1,1,1,2,6,7,1,7,1
"773","160647","B",5,3,6,3,3,3,6,3,2,2,2,1,5,5,2,5,2,1,3,6,2,6,1,2,2,2,3,2,3,2,3,6,3,5,4,3,2,6,6,6,1,6,4,2,7,2,2,5,6,2,6,2,4,3,6,5,3,3,5,3,3,2,3,2,2,3,4,5,5,5,5,1,3,4,2,4,4,3,5,4,5,4,1,2,1,1,5,4,3,2
"775","160651","B",6,1,6,1,5,1,1,1,1,1,1,1,6,2,2,6,1,1,1,5,1,4,1,1,2,1,1,3,1,6,3,7,2,7,3,7,3,5,6,6,4,6,2,4,4,3,6,7,5,1,6,3,5,5,5,5,6,4,7,3,2,1,1,1,5,1,3,1,1,1,3,1,4,4,1,6,1,1,2,1,1,4,1,1,1,1,3,4,1,1
"776","160652","B",7,1,7,1,7,1,7,5,1,1,1,1,7,7,3,7,1,1,7,7,1,6,3,1,5,7,2,1,6,6,2,6,3,7,2,5,2,5,7,7,1,7,1,1,3,3,7,6,5,1,7,4,7,3,4,5,3,3,4,6,7,4,7,3,7,1,7,4,1,2,7,1,7,7,1,7,3,6,6,4,1,6,1,2,1,2,5,5,2,1
"778","160654","B",6,1,6,1,4,5,4,2,2,1,3,5,7,7,3,7,1,1,4,6,2,6,5,1,7,2,2,2,5,2,3,5,3,6,4,2,2,6,5,6,1,5,1,3,3,4,3,6,4,2,5,5,4,4,2,3,5,3,2,4,3,3,3,2,3,4,3,3,3,2,6,3,7,6,2,7,3,2,4,3,3,6,1,1,1,2,5,2,4,1
"779","160655","B",5,1,5,1,5,2,3,2,1,1,3,5,7,1,5,5,3,3,1,5,5,1,5,1,5,5,3,1,5,5,4,4,4,4,4,6,5,7,7,7,2,5,1,4,4,4,4,5,6,4,4,6,5,5,5,5,5,5,5,5,4,4,2,4,3,1,4,4,4,4,7,1,4,3,2,4,4,1,4,4,4,4,1,4,1,1,5,4,1,1
"780","160656","B",3,1,4,1,4,1,1,1,1,1,1,1,1,4,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,7,4,5,6,5,1,4,2,2,3,2,4,5,6,1,7,4,4,5,6,4,6,4,5,4,1,1,1,1,4,1,2,2,2,2,4,1,1,3,2,4,4,3,2,1,2,3,1,1,1,1,4,1,1,1
"782","160659","B",6,2,6,2,4,4,6,4,3,2,5,1,5,6,4,6,4,1,4,6,1,7,2,5,2,3,6,6,4,2,4,7,3,7,3,3,2,4,3,3,2,6,4,2,2,3,4,6,3,1,7,6,6,5,7,6,3,5,6,6,4,2,3,2,4,3,5,5,5,4,5,2,4,4,2,5,3,1,6,3,7,6,2,5,1,2,4,5,2,3
"783","160660","B",6,3,6,3,6,2,5,4,3,3,6,5,7,5,2,7,2,3,4,7,4,5,6,1,5,5,5,3,5,5,3,5,3,6,3,5,2,3,5,6,2,4,3,3,4,2,3,3,5,2,4,4,3,5,3,4,2,5,4,3,4,2,3,2,3,2,5,4,3,3,3,3,4,3,2,6,3,3,4,4,4,4,4,2,3,3,3,2,4,3
"785","160662","B",3,5,4,4,6,3,4,3,1,1,6,2,5,5,6,7,5,4,2,6,1,2,2,2,5,6,5,2,6,6,4,4,3,4,6,5,4,5,7,7,1,7,3,4,3,4,6,6,4,2,6,4,6,6,6,5,5,5,7,5,4,4,4,4,6,4,5,5,4,4,7,1,5,6,2,6,5,4,5,4,4,5,1,2,3,4,6,2,3,2
"787","160664","B",5,1,5,1,4,1,4,6,4,5,7,1,2,7,7,7,6,1,7,6,5,1,1,1,6,5,6,1,1,1,4,4,3,5,2,6,5,7,4,6,1,7,3,4,1,6,2,5,7,1,7,6,4,5,5,3,3,2,6,3,2,1,4,1,5,1,2,5,4,5,7,1,1,4,6,5,5,2,6,2,7,1,1,1,1,3,4,1,1,2
"788","160665","B",5,5,5,5,6,4,7,6,1,2,2,1,7,7,5,7,1,2,6,7,2,7,2,7,7,5,5,7,5,5,3,4,4,5,4,5,4,5,7,7,2,7,2,1,3,4,5,6,5,1,7,3,6,2,4,5,5,2,6,3,4,4,4,4,4,2,7,6,5,5,4,1,7,4,2,6,4,4,6,6,5,6,1,6,1,3,4,6,3,1
"790","160676","B",4,1,5,2,3,2,5,5,3,3,3,3,5,2,2,5,1,3,5,5,6,3,3,1,3,1,5,1,1,2,6,6,2,6,5,7,2,5,4,6,5,6,3,6,7,4,7,6,5,3,4,6,5,7,6,7,3,7,7,6,5,3,3,4,6,3,5,5,5,6,5,3,5,6,3,5,4,5,4,4,4,4,3,2,3,3,5,4,4,2
"791","160677","B",6,5,6,3,7,2,2,2,1,1,6,2,7,7,3,6,1,3,2,6,1,3,2,3,5,5,2,3,5,2,5,3,5,4,3,5,3,4,6,6,2,6,3,2,2,4,4,3,5,2,6,3,4,3,3,3,3,3,3,5,5,5,5,3,5,3,4,4,3,3,5,2,6,5,2,6,4,3,5,4,3,6,3,4,3,4,5,4,5,1
"793","160680","B",4,1,4,1,4,1,1,1,1,1,1,1,2,6,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,2,3,6,4,7,2,7,5,6,6,5,5,7,3,3,4,4,5,5,7,2,6,7,6,6,6,5,6,7,5,5,4,1,3,1,6,4,4,4,4,4,6,2,4,5,2,6,2,2,4,5,4,1,1,1,1,2,4,1,1,1
"794","160682","B",5,1,6,2,6,1,4,4,1,2,2,3,5,7,3,7,2,2,3,7,1,1,2,1,1,7,3,1,2,1,4,6,4,5,2,6,5,4,6,6,3,4,3,2,3,3,6,4,4,2,6,4,4,3,5,5,5,3,5,3,4,1,4,2,4,2,5,4,6,5,5,1,2,7,2,6,4,3,4,3,5,1,1,1,1,1,4,1,1,1
"795","160683","B",7,1,7,7,4,1,5,4,1,1,1,1,7,1,2,6,1,1,2,7,1,1,1,6,2,6,5,6,2,7,5,7,6,7,5,7,1,3,7,7,1,7,1,2,3,1,4,6,5,1,7,7,7,7,6,1,2,7,7,1,4,2,6,7,3,2,6,4,3,7,4,1,1,5,1,7,3,1,2,1,5,4,3,5,2,6,7,6,4,7
"796","160684","B",6,1,6,1,2,7,6,2,1,1,1,1,6,6,3,3,1,1,2,7,1,1,3,1,6,5,1,5,7,3,4,5,2,6,5,2,2,5,7,7,1,7,2,3,2,5,3,7,6,1,7,7,5,2,5,4,5,2,2,4,3,2,4,4,7,4,5,6,6,6,6,1,6,1,1,7,3,1,7,4,6,5,1,4,2,3,3,4,6,2
"797","160685","B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,1
"798","160686","B",6,1,7,1,7,1,6,3,1,1,1,1,1,1,3,7,1,1,3,7,1,5,7,5,1,1,1,5,1,1,4,6,1,6,4,7,4,4,7,7,6,5,1,5,4,3,6,6,5,1,7,5,2,5,7,6,6,5,7,5,5,4,5,4,7,1,5,5,1,1,4,1,4,3,1,7,1,2,5,5,1,5,1,5,1,1,4,5,1,1
"800","160689","B",7,1,7,1,1,1,1,1,3,1,1,1,1,5,1,7,1,1,4,7,5,5,1,1,1,1,2,5,2,2,3,6,2,6,3,7,3,5,3,3,4,7,5,1,6,3,6,6,4,1,3,5,7,6,7,5,3,6,5,5,4,1,4,1,4,1,4,4,4,4,4,1,4,1,1,7,4,4,4,1,4,5,1,1,1,1,4,1,6,1
"804","160693","B",7,5,7,5,7,1,5,1,1,1,2,1,5,7,2,7,1,1,6,7,1,5,1,5,1,1,2,6,1,1,1,7,1,7,4,3,1,6,7,7,1,7,4,1,6,5,4,7,6,1,7,7,7,7,7,7,7,5,7,6,3,2,1,2,5,2,7,5,6,4,6,5,4,4,1,7,4,4,7,1,4,6,6,6,6,6,7,6,3,5
"805","160694","B",6,2,6,5,6,5,5,5,1,1,5,2,6,6,5,6,3,3,5,6,1,2,5,2,6,6,5,2,5,6,3,5,3,3,2,4,3,3,6,6,2,6,2,3,3,3,3,4,4,2,6,4,4,5,3,3,2,5,4,4,4,2,4,4,5,2,4,3,2,2,4,2,4,3,1,5,3,2,4,2,2,3,2,2,2,4,4,2,2,2
"809","160698","B",6,1,5,1,5,1,5,4,1,1,1,1,1,4,1,7,1,1,4,5,1,1,1,1,1,1,4,1,1,1,3,7,3,7,3,7,5,4,7,7,7,4,7,6,7,7,6,7,4,3,7,7,4,7,6,4,4,7,7,4,4,1,5,1,4,1,4,4,4,1,5,1,1,3,1,4,1,1,4,4,3,1,1,1,1,1,4,4,4,1
"811","160702","B",7,1,6,1,5,5,6,3,1,1,1,1,5,1,5,4,1,1,1,6,1,4,1,1,2,2,5,1,1,5,5,6,4,6,3,2,2,5,6,7,1,7,2,1,3,4,6,1,5,2,7,4,5,7,7,6,2,7,7,4,4,1,4,4,4,4,5,4,4,4,4,1,7,1,4,5,1,1,5,4,4,5,1,2,1,1,5,3,1,1
"813","160705","B",6,4,3,5,5,4,4,5,5,5,3,5,5,4,5,4,5,5,5,5,3,6,6,5,5,3,5,5,5,5,4,4,4,4,5,3,3,4,5,5,5,4,3,5,4,4,5,4,4,4,4,6,4,5,5,6,4,5,3,4,3,4,5,4,5,4,4,4,4,4,5,6,4,4,4,4,5,3,4,5,5,5,6,5,5,5,5,5,4,5
"814","160708","B",7,1,6,5,6,1,5,4,5,5,1,2,6,6,1,7,1,1,3,6,5,2,5,1,1,1,1,2,2,6,2,6,2,5,3,7,2,6,5,5,1,5,2,3,6,2,5,4,6,2,5,5,5,6,7,6,5,5,6,5,5,1,4,7,5,1,5,3,3,3,4,1,7,3,1,7,2,1,4,4,3,4,3,1,1,1,4,4,3,1
"815","160709","B",5,3,4,3,4,1,6,3,2,2,3,2,4,4,3,4,3,4,5,5,2,3,5,2,2,2,4,2,4,5,6,5,5,4,5,7,2,5,6,6,4,6,4,5,4,5,5,4,3,3,6,5,5,5,6,5,4,5,5,5,4,3,4,3,4,2,4,4,4,4,5,2,4,4,2,5,5,3,4,3,4,5,2,2,2,3,5,2,3,2
"821","160717","B",6,1,5,1,6,1,7,4,2,1,2,1,2,5,1,6,1,2,2,7,3,3,1,5,1,6,1,5,6,6,3,6,3,7,3,7,2,3,7,5,3,6,2,4,5,3,5,5,5,1,7,7,5,7,7,2,6,7,6,5,4,1,3,1,4,2,6,3,3,2,5,1,3,4,2,3,4,2,3,2,3,3,1,1,1,4,3,1,5,1
"822","160718","B",5,1,1,1,5,1,4,3,1,1,1,1,3,3,1,4,1,1,3,4,1,1,1,1,1,1,5,1,6,1,3,6,1,7,7,7,3,5,4,5,4,7,2,5,7,5,5,7,4,1,4,5,7,3,6,5,6,3,7,5,5,1,3,1,7,1,4,3,6,3,4,1,1,4,1,7,1,1,5,5,4,1,1,1,1,1,6,1,1,1
"824","160720","B",5,2,2,3,6,1,6,2,1,1,1,1,7,7,3,7,1,1,2,6,1,2,1,1,2,3,2,6,4,5,3,6,5,6,2,7,3,6,7,6,3,7,2,4,4,4,5,7,5,2,7,4,7,7,7,3,6,2,4,5,3,6,2,5,4,2,6,3,2,5,5,2,6,2,2,6,6,3,2,4,2,4,2,2,1,3,4,6,4,3
"825","160722","B",4,1,2,1,2,1,3,1,1,1,2,1,1,2,2,6,1,1,2,5,1,1,1,1,1,2,1,1,1,2,5,7,5,7,5,7,5,6,7,7,4,6,7,7,4,2,4,7,5,2,7,7,5,7,4,4,7,7,5,4,4,1,2,1,4,1,6,3,1,1,4,1,1,1,2,7,3,2,4,3,1,2,1,1,1,1,4,2,1,1
"826","160723","B",7,2,7,2,7,1,6,5,1,1,6,1,6,7,3,7,2,1,5,7,1,2,1,2,5,1,5,2,6,1,3,5,2,6,1,7,3,3,7,7,1,7,2,2,1,2,6,4,3,1,7,7,5,5,5,7,2,4,5,5,6,2,6,2,5,1,5,4,2,2,7,1,7,5,1,7,4,2,5,6,2,3,1,3,3,1,2,3,3,1
"827","160724","B",5,2,7,4,7,1,4,1,1,1,1,1,7,7,1,7,1,1,2,7,1,1,1,1,3,2,1,5,1,1,3,5,2,3,3,7,3,6,7,7,1,7,2,2,6,3,7,7,6,1,7,4,7,5,5,5,6,3,7,7,4,1,2,4,4,1,3,4,4,4,3,1,6,5,1,6,2,1,5,4,4,4,1,1,3,2,2,2,1,1
"829","160727","B",5,1,5,1,5,1,6,2,1,1,2,1,5,5,1,5,1,1,1,7,1,1,1,1,3,1,2,1,1,4,2,5,3,5,4,6,4,5,6,7,1,6,2,2,6,4,5,7,7,1,5,6,5,5,5,4,7,5,5,4,2,3,3,3,4,2,6,4,4,4,4,1,5,4,1,4,3,1,4,3,4,2,1,3,1,1,5,3,1,1
"830","160729","B",6,7,6,5,7,1,5,5,4,6,1,1,5,7,1,6,2,1,5,7,5,3,1,1,1,6,2,1,1,5,3,3,2,4,2,7,3,6,5,5,7,6,3,2,5,1,6,4,5,1,5,4,6,5,6,3,6,5,6,3,4,3,4,2,3,1,4,4,3,3,2,1,3,4,1,6,3,1,5,5,3,3,1,1,1,4,2,1,2,2
"831","160730","B",6,1,6,2,6,1,6,2,1,1,6,1,5,5,2,7,2,1,4,7,1,5,3,2,5,1,5,5,1,5,3,3,3,4,3,5,3,5,6,6,2,7,2,2,2,2,2,3,5,1,7,2,5,2,3,5,2,2,6,3,4,1,4,3,6,1,5,6,7,6,6,1,4,3,2,7,3,1,5,5,6,6,1,5,1,1,4,6,1,1
"832","160731","B",3,1,2,1,2,1,6,2,1,1,1,1,2,5,1,2,2,3,1,6,1,1,1,2,2,1,1,2,5,1,4,5,4,4,5,4,3,7,4,4,1,7,2,5,5,5,5,6,7,2,4,4,5,2,2,5,4,1,4,2,2,2,2,3,5,2,4,5,2,2,2,2,3,5,2,7,3,5,5,3,2,4,1,3,2,4,3,4,6,2
"834","160733","B",6,3,5,3,7,1,3,1,2,1,2,5,7,7,3,7,1,1,5,5,5,2,5,5,5,1,1,3,5,5,4,5,4,5,4,6,3,5,6,6,1,6,2,1,3,1,4,5,4,1,6,5,5,4,4,2,4,6,5,3,4,1,1,4,4,1,4,4,4,4,4,1,4,1,1,7,4,1,4,1,4,3,1,4,1,1,4,4,1,1
"835","160735","B",7,1,7,1,7,1,7,1,1,1,1,1,7,7,1,7,1,1,1,7,1,1,1,1,1,1,1,4,1,1,5,7,1,7,5,7,2,7,7,7,5,7,2,1,5,5,5,7,7,1,7,5,7,6,7,7,7,6,7,7,4,1,4,1,7,1,7,1,1,1,1,1,7,1,1,7,1,1,1,4,1,5,1,5,1,1,1,7,1,1
"838","160738","B",3,2,5,3,5,2,2,1,2,2,1,1,5,2,2,2,2,2,1,6,3,1,4,5,3,1,1,3,2,3,4,5,3,5,5,4,5,6,5,5,2,7,4,2,3,6,2,6,6,2,5,7,5,5,4,5,3,5,6,4,5,4,4,5,4,2,6,6,5,4,4,1,6,3,2,5,4,2,6,4,5,4,1,5,3,2,3,5,5,2
"840","160741","B",3,1,5,1,5,1,5,1,1,3,6,1,3,7,3,7,1,1,3,6,1,1,1,3,1,3,1,3,7,1,2,7,3,6,2,6,2,6,6,6,1,7,2,1,3,2,4,6,5,1,7,2,4,2,7,4,7,2,2,5,3,2,3,4,6,2,6,7,4,4,6,1,4,7,2,7,5,3,7,2,4,5,1,4,1,2,5,4,5,1
"842","160743","B",6,1,6,1,7,1,3,4,5,1,6,1,1,1,5,3,2,1,3,6,1,1,2,1,1,1,1,1,1,2,5,7,4,6,6,7,7,6,6,7,2,7,5,5,3,5,7,7,7,2,6,7,7,7,7,6,7,5,7,5,6,1,2,4,7,3,5,6,3,4,7,1,4,7,1,6,6,1,6,4,4,5,1,4,1,1,4,5,1,1
"845","160748","B",4,5,6,2,7,1,6,6,2,2,1,2,6,7,3,7,2,3,7,7,1,4,2,3,4,3,2,4,5,1,1,4,1,5,3,7,2,2,4,3,1,7,3,1,3,1,3,6,2,1,3,6,6,4,4,5,6,4,5,5,3,3,2,2,5,2,7,7,3,3,4,1,4,4,1,7,3,2,7,4,3,7,1,2,2,1,4,4,3,1
"848","160752","B",3,1,2,1,6,1,6,2,4,3,2,2,1,6,3,5,1,2,2,7,1,1,1,1,1,1,1,1,2,2,5,6,4,6,4,6,3,7,4,4,1,4,4,3,3,5,7,6,6,2,7,7,4,6,6,5,5,7,5,3,2,4,2,4,4,3,6,6,4,4,5,3,3,4,3,6,6,4,6,4,4,4,3,5,1,3,4,4,4,4
"852","160756","B",6,3,5,5,5,6,3,1,2,2,4,3,3,6,4,5,3,3,4,4,2,4,1,4,2,1,4,3,4,1,3,6,4,5,4,4,4,5,4,5,2,7,4,4,3,3,4,5,4,4,6,5,6,6,3,6,6,3,2,4,4,4,3,3,5,4,3,2,1,4,5,2,5,5,1,5,3,1,2,5,3,5,2,4,4,2,2,4,3,1
"853","160758","B",6,4,6,5,3,1,5,4,1,1,1,1,7,6,4,5,2,1,5,6,1,7,1,7,6,3,2,7,5,1,6,6,5,5,7,7,2,4,7,7,2,7,2,5,3,7,4,7,5,1,7,4,7,6,4,2,7,6,3,7,4,3,4,5,5,3,3,6,7,5,7,1,4,4,2,7,3,2,5,5,7,7,1,6,1,3,4,6,5,1
